id,LibraryLayout,Platform,Run,asm_stats_contig_n50,asm_stats_length_bp,asm_stats_n_contig,attribute_package,bioproject_acc,bioproject_title,bioproject_center,biosample_acc,clustered,collected_by,collection_date,epi_type,geo_loc_name,isolation_source,kmer_group,kmer_group_acc,major_contributor,new,sample_name,scientific_name,sort_order,taxid,species_taxid,sra_center,sra_release_date,strain,target_acc,target_creation_date,taxgroup_name,taxgroup_name_short,number_drugs_resistant,number_drugs_intermediate,number_drugs_susceptible,number_drugs_tested,number_amr_genes,AMR_genotypes,property,status,_version_,asm_acc,asm_display_name,asm_level,assembly_method,complete_fl,fullasm_id,host,serotype,wgs_acc_prefix,wgs_master_acc,host_disease,lat_lon,serovar,HHS_region,AST_phenotypes,PFGE_PrimaryEnzyme_pattern,PFGE_SecondaryEnzyme_pattern,isolate_name_alias,erd_group,erd_group_acc,mindiff,minsame,parent_group,cluster_size,tree_node_ids
PDG000000004.826_PDT000065514.1,PAIRED,ILLUMINA,SRR2043360,117625,5253153,239,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03732437,0,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000622,Escherichia coli,1,562,562,EDLB-CDC,2015-05-28T16:06:17Z,PNUSAE000622,PDT000065514.1,2015-05-28T17:17:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O45:H2,3,,,,,,,,,,,
PDG000000004.826_PDT000065516.1,PAIRED,ILLUMINA,SRR2043363,507225,5615566,152,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03732439,0,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000624,Escherichia coli,1,562,562,EDLB-CDC,2015-05-28T16:06:17Z,PNUSAE000624,PDT000065516.1,2015-05-28T17:17:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,7,"aadA1, aph(3'')-Ib, aph(6)-Id, blaEC, dfrA1, sul2, tet(B)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,3,,,,,,,,,,,
PDG000000004.826_PDT000065517.1,PAIRED,ILLUMINA,SRR2043364,120227,5423277,227,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03732440,0,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000625,Escherichia coli,1,562,562,EDLB-CDC,2015-05-28T16:06:17Z,PNUSAE000625,PDT000065517.1,2015-05-28T17:17:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:H11,3,,,,,,,,,,,
PDG000000004.826_PDT000065519.1,PAIRED,ILLUMINA,SRR2043366,90168,5180416,439,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03732443,0,CDC,,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000628,Escherichia coli,1,562,562,EDLB-CDC,2015-05-28T16:06:17Z,PNUSAE000628,PDT000065519.1,2015-05-28T17:17:11Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O91:H49,3,,,,,,,,,,,
PDG000000004.826_PDT000065741.1,PAIRED,ILLUMINA,SRR2039653,244355,4449737,66,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03734431,0,,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,,Escherichia fergusonii,1,564,564,EDLB-CDC,2015-06-01T06:50:23Z,ATCC 35470,PDT000065741.1,2015-06-01T07:13:06Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066122.1,PAIRED,ILLUMINA,SRR2040142,890668,4439678,48,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03744011,0,,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,,Escherichia fergusonii,1,564,564,EDLB-CDC,2015-06-04T07:20:38Z,ATCC 35472,PDT000066122.1,2015-06-04T08:13:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066123.1,PAIRED,ILLUMINA,SRR2040143,284691,4591715,95,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03744123,0,,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,,Escherichia fergusonii,1,564,564,EDLB-CDC,2015-06-04T07:20:38Z,ATCC 35473,PDT000066123.1,2015-06-04T08:13:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066126.1,PAIRED,ILLUMINA,SRR2040166,130010,4756217,120,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03744014,0,,,clinical,USA,,PDG000000004.826,PDG000000004,1,0,,Escherichia fergusonii,1,564,564,EDLB-CDC,2015-06-04T07:20:38Z,75-1485,PDT000066126.1,2015-06-04T08:13:28Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,4,"blaEC, blaTEM-1, sul2, tet(B)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066398.1,PAIRED,ILLUMINA,SRR2054378,162633,5137768,162,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN02463262,0,AZ,10/31/09,environmental/other,USA:DC,packaged turkey,PDG000000004.826,PDG000000004,1,0,AZ-TG71359,Escherichia coli,1,562,562,CFSAN,2015-06-06T14:31:23Z,AZ-TG71359,PDT000066398.1,2015-06-06T15:13:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066400.1,PAIRED,ILLUMINA,SRR2054380,120883,5048476,196,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN02463252,0,AZ,2009,environmental/other,USA:CA,packaged chicken,PDG000000004.826,PDG000000004,1,0,AZ-TG71319,Escherichia coli,1,562,562,CFSAN,2015-06-06T14:31:23Z,AZ-TG71319,PDT000066400.1,2015-06-06T15:13:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaCMY-2, blaEC",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066401.1,PAIRED,ILLUMINA,SRR2054381,192206,5046023,145,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN02463261,0,AZ,10/31/09,environmental/other,USA:DC,Pork,PDG000000004.826,PDG000000004,1,0,AZ-TG71355,Escherichia coli,1,562,562,CFSAN,2015-06-06T14:29:19Z,AZ-TG71355,PDT000066401.1,2015-06-06T15:13:24Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066403.1,PAIRED,ILLUMINA,SRR2054383,159599,5074755,248,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN02463248,0,AZ,2009,environmental/other,USA:CA,Pork,PDG000000004.826,PDG000000004,1,0,AZ-TG71303,Escherichia coli,1,562,562,CFSAN,2015-06-06T14:31:23Z,AZ-TG71303,PDT000066403.1,2015-06-06T15:13:25Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,8,"abc-f, aph(3'')-Ib, aph(3')-II, aph(6)-Id, blaEC, blaTEM-1, ble, tet(B)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066406.1,PAIRED,ILLUMINA,SRR2054386,508962,4909648,64,Pathogen: environmental/food/other,PRJNA230968,GenomeTrakr Project: Arizona State Public Health Laboratory,FDA/CFSAN,SAMN02463247,0,AZ,2009,environmental/other,USA:CA,ground beef,PDG000000004.826,PDG000000004,1,0,AZ-TG71299,Escherichia coli,1,562,562,CFSAN,2015-06-06T14:31:23Z,AZ-TG71299,PDT000066406.1,2015-06-06T15:13:25Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,5,"aph(3'')-Ib, aph(6)-Id, blaEC, sul2, tet(B)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066847.1,PAIRED,ILLUMINA,SRR2056057,115691,5433599,178,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03653580,0,,2014-08,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000022,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:25:05Z,PNUSAE000022,PDT000066847.1,2015-06-08T16:14:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,4,,,,,,,,,,,
PDG000000004.826_PDT000066849.1,PAIRED,ILLUMINA,SRR2056059,213679,5440696,215,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03290648,0,,2014-10,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000217,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:26:05Z,PNUSAE000217,PDT000066849.1,2015-06-08T16:14:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, fosA",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O5:NM,5,,,,,,,,,,,
PDG000000004.826_PDT000066850.1,PAIRED,ILLUMINA,SRR2056060,132169,5444366,147,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03290649,0,,2014-10,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000218,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:26:06Z,PNUSAE000218,PDT000066850.1,2015-06-08T16:14:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,5,,,,,,,,,,,
PDG000000004.826_PDT000066853.1,PAIRED,ILLUMINA,SRR2056063,123799,5251101,158,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03290652,0,,2014-11,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000221,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:26:22Z,PNUSAE000221,PDT000066853.1,2015-06-08T17:14:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O111:NM,5,,,,,,,,,,,
PDG000000004.826_PDT000066856.1,PAIRED,ILLUMINA,SRR2056067,913490,5660787,21,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03329673,0,CDC,2014-12,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000255,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:26:30Z,PNUSAE000255,PDT000066856.1,2015-06-08T17:14:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O157:H7,3,,,,,,,,,,,
PDG000000004.826_PDT000066867.1,PAIRED,ILLUMINA,SRR2056393,753143,5493383,77,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03734230,0,,2015-01,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000495,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:28:21Z,PNUSAE000495,PDT000066867.1,2015-06-08T21:16:01Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,4,,,,,,,,,,,
PDG000000004.826_PDT000066870.1,PAIRED,ILLUMINA,SRR2056396,451394,5449154,47,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03569005,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000533,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:29:04Z,PNUSAE000533,PDT000066870.1,2015-06-08T21:16:01Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O121:H19,5,,,,,,,,,,,
PDG000000004.826_PDT000066883.1,PAIRED,ILLUMINA,SRR2056409,150908,5290871,156,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03743639,0,CDC,2015-05,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000636,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:30:35Z,PNUSAE000636,PDT000066883.1,2015-06-08T21:16:02Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,3,,,,,,,,,,,
PDG000000004.826_PDT000066885.1,PAIRED,ILLUMINA,SRR2056411,130829,5466254,223,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03754008,0,,2015-05,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000639,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:08Z,PNUSAE000639,PDT000066885.1,2015-06-08T21:16:02Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:Pending,2,,,,,,,,,,,
PDG000000004.826_PDT000066886.1,PAIRED,ILLUMINA,SRR2056412,137759,5659264,227,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03754051,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000640,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:11Z,PNUSAE000640,PDT000066886.1,2015-06-08T22:13:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,7,"aph(3'')-Ib, aph(6)-Id, blaEC, blaTEM-1, dfrA8, sul2, tet(B)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,5,,,,,,,,,,,
PDG000000004.826_PDT000066887.1,PAIRED,ILLUMINA,SRR2056413,112035,5392496,227,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03754052,0,,2015-05,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000641,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:22Z,PNUSAE000641,PDT000066887.1,2015-06-08T22:13:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:NM,5,,,,,,,,,,,
PDG000000004.826_PDT000066889.1,PAIRED,ILLUMINA,SRR2056415,117226,5543849,188,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761412,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000643,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:26Z,PNUSAE000643,PDT000066889.1,2015-06-08T22:13:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Undetermined,4,,,,,,,,,,,
PDG000000004.826_PDT000066891.1,PAIRED,ILLUMINA,SRR2056417,116691,5347564,215,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761415,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000646,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:32Z,PNUSAE000646,PDT000066891.1,2015-06-08T22:13:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Undetermined,4,,,,,,,,,,,
PDG000000004.826_PDT000066893.1,PAIRED,ILLUMINA,SRR2056419,148328,5345079,147,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761416,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000647,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:31:36Z,PNUSAE000647,PDT000066893.1,2015-06-08T22:13:19Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,4,,,,,,,,,,,
PDG000000004.826_PDT000066895.1,PAIRED,ILLUMINA,SRR2056421,307415,5827905,95,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761418,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000649,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:32:03Z,PNUSAE000649,PDT000066895.1,2015-06-08T23:12:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O71:Undetermined,4,,,,,,,,,,,
PDG000000004.826_PDT000066896.1,PAIRED,ILLUMINA,SRR2056422,179509,5360678,186,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761419,0,,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000650,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:32:05Z,PNUSAE000650,PDT000066896.1,2015-06-08T23:12:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:Undetermined,4,,,,,,,,,,,
PDG000000004.826_PDT000066900.1,PAIRED,ILLUMINA,SRR2056426,84674,5253559,214,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03757660,0,CDC,2013-11,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000656,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:32:21Z,PNUSAE000656,PDT000066900.1,2015-06-08T23:12:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:Pending,10,,,,,,,,,,,
PDG000000004.826_PDT000066901.1,PAIRED,ILLUMINA,SRR2056427,134819,5090274,110,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03757661,0,CDC,2013-09,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000657,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:32:23Z,PNUSAE000657,PDT000066901.1,2015-06-08T23:12:40Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,Undetermined:H19,10,,,,,,,,,,,
PDG000000004.826_PDT000066904.1,PAIRED,ILLUMINA,SRR2056431,137030,5188203,185,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03757665,0,CDC,2015-04,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000661,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:33:05Z,PNUSAE000661,PDT000066904.1,2015-06-08T23:12:41Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O125ac:Pending,10,,,,,,,,,,,
PDG000000004.826_PDT000066907.1,PAIRED,ILLUMINA,SRR2056434,92203,5441721,248,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03757668,0,CDC,2015-05,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000665,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:33:22Z,PNUSAE000665,PDT000066907.1,2015-06-08T23:12:41Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,,,,,,,
PDG000000004.826_PDT000066910.1,PAIRED,ILLUMINA,SRR2056438,372157,5837824,47,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03761781,0,,2015-05,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000688,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:33:29Z,PNUSAE000688,PDT000066910.1,2015-06-08T23:12:41Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:H11,5,,,,,,,,,,,
PDG000000004.826_PDT000066913.1,PAIRED,ILLUMINA,SRR2056428,96819,5396330,224,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03757662,0,CDC,2013-11,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000658,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T19:32:24Z,PNUSAE000658,PDT000066913.1,2015-06-09T09:16:27Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O26:Pending,10,,,,,,,,,,,
PDG000000004.826_PDT000066942.1,PAIRED,ILLUMINA,SRR2056069,147786,5398894,149,Pathogen: clinical or host-associated,PRJNA218110,PulseNet Escherichia coli and Shigella genome sequencing,CDC,SAMN03381407,0,,2015-02,clinical,USA,Stool,PDG000000004.826,PDG000000004,1,0,PNUSAE000355,Escherichia coli,1,562,562,EDLB-CDC,2015-06-08T15:27:05Z,PNUSAE000355,PDT000066942.1,2015-06-09T19:14:30Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,2,"blaEC, tet(A)",has AMR genotypes,current,1.58369E+18,,,,,,,,,,,,,E. coli O103:H2,5,,,,,,,,,,,
PDG000000004.826_PDT000066959.1,,,,5006568,5006568,1,Generic,PRJNA219414,Complete Genome Sequence of the Avian Pathogenic Escherichia coli Strain APEC O18,Iowa State University,SAMN03761813,0,,,environmental/other,USA,pericardium/lung,PDG000000004.826,PDG000000004,0,0,,Escherichia coli APEC O18,1,1401688,562,,,APEC O18,PDT000066959.1,2015-06-08T17:51:03Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC,has AMR genotypes,current,1.58369E+18,GCA_001021615.1,APECO18,Complete Genome,Newbler v. 2.7; Velvet v. 1.1; ELANDv2e v. 1.8.2,1,1799858,chicken,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000066960.1,,,,5112508,5112508,1,Generic,PRJNA219410,Complete Genome Sequence of the Avian Pathogenic Escherichia coli Strain APEC O2,Iowa State University,SAMN03761814,0,,,environmental/other,USA,air sac,PDG000000004.826,PDG000000004,0,0,,Escherichia coli APEC O2-211,1,1954351,562,,,APEC O2-211,PDT000066960.1,2015-06-08T17:51:28Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,3,"blaEC, sul2, tet(B)",has AMR genotypes,current,1.58369E+18,GCA_001021635.1,ASM102163v1,Complete Genome,Newbler v. 2.7; Velvet v. 1.1; ELANDv2e v. 1.8.2,1,1799878,chicken,,,,,,,,,,,,,,,,,,
PDG000000004.826_PDT000067781.1,,,,502988,5093185,22,Pathogen: clinical or host-associated,PRJNA271899,Sequencing of Carbapenem resistant bacteria Genome sequencing,Broad Institute,SAMN03280200,0,,2014,clinical,USA,,PDG000000004.826,PDG000000004,0,0,BWH59,Escherichia coli,1,562,562,,,BWH59,PDT000067781.1,2015-06-22T15:18:29Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,1,blaEC-5,has AMR genotypes,current,1.58369E+18,GCA_001030285.1,Esch_coli_BWH59_V1,Scaffold,allpaths v. R48559,1,1820318,Homo sapiens,,LETW,LETW00000000.1,,,,,,,,,,,,,,,
PDG000000004.826_PDT000067786.1,,,,364333,5381425,29,Pathogen: clinical or host-associated,PRJNA271899,Sequencing of Carbapenem resistant bacteria Genome sequencing,Broad Institute,SAMN03280198,0,,2014,clinical,USA,,PDG000000004.826,PDG000000004,0,0,BWH55,Escherichia coli,1,562,562,,,BWH55,PDT000067786.1,2015-06-22T15:20:16Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,8,"aac(6')-Ib, aac(6')-Ib-cr, arr-3, blaEC, blaOXA-1, catB3, qacEdelta1, sul1",has AMR genotypes,current,1.58369E+18,GCA_001030365.1,Esch_coli_BWH55_V1,Scaffold,allpaths v. R48559,1,1820438,Homo sapiens,,LETU,LETU00000000.1,,,,,,,,,,,,,,,
PDG000000004.826_PDT000068048.1,,,,218915,5558994,55,Pathogen: clinical or host-associated,PRJNA271899,Sequencing of Carbapenem resistant bacteria Genome sequencing,Broad Institute,SAMN03280340,0,,2014,clinical,USA,,PDG000000004.826,PDG000000004,0,0,CHS199,Escherichia coli,1,562,562,,,CHS199,PDT000068048.1,2015-06-22T15:59:08Z,E.coli and Shigella,Escherichia_coli_Shigella,0,0,0,0,5,"aph(3'')-Ib, aph(6)-Id, blaEC, blaTEM-1, dfrA8",has AMR genotypes,current,1.58369E+18,GCA_001032735.1,Esch_coli_CHS199_V1,Scaffold,allpaths v. R48559,1,1822818,Homo sapiens,,LEYN,LEYN00000000.1,,,,,,,,,,,,,,,
